nameOfAuthor,listOfAuthors,studentPublication,title,typeOfPublication,nameOfPublicationPlatform,scopus,wos,publicationDetails,year,month,academicYear,url,doi,identificationNumber,indexing,noOfCitations,abstract,keywords,specialization,status,link,dateOfPublication
Srinivas Kolli,"S Sankar, Ramasubbareddy Somula, Balakesavareddy Parvathala, Srinivas Kolli, Srilatha Pulipati",NO,SOA-EACR: Seagull optimization algorithm based energy aware cluster routing protocol for wireless sensor networks in the livestock industry,,,yes,yes,,2022,January,2021-22,https://www.sciencedirect.com/science/article/pii/S2210537921001281,,,ScienceDirect,11,"The primary goal of Wireless Sensor Networks (WSNs) in the livestock industry is to monitor the health conditions of various animals and their activities. Energy conservation in WSN is one of the most challenging tasks since the devices are connected to limited resource devices. So, clustering is the best choice to save energy in WSN. The sensor nodes are connected to the animal and move from one location to another because of the dynamic nature. In recent years, several clustering protocols have been proposed using an optimization algorithm to conserve energy in the network. However, it takes more time to converge in selecting the best cluster head in the network. The energy is therefore drained early in the network. To overcome the limitation, this paper proposes a Seagull Optimization Algorithm based Energy Aware Cluster Routing Protocol (SOA-EACR) in WSN to prolong the network's lifespan and reduce the end to end delay. The SOA-EACR balances the exploration and exploitation during the CH selection. Thus, it prolongs the lifespan of the network. The simulation is performed using MATLAB 2019a. The efficacy of SOA-EACR is compared with CLPSO, CACONET and GWO. The proposed SOA-EACR enhances the network life by 20 % and increases the packet delivery ratio by 2–5 %","obfuscated malwares, parasite writers, anti-virus software, signature based techniques, system change detection techniques, neural network algorithm, detection, malware, false rate, training data, techniques, similarity based, trend, detection, results",,,,2022-01-01
A.S.V.Vandana,"A.Revathi, Dr.Savadam Balaji, Renuka Kondabala, S V Vandana A Somayajula",No,DESIGN AND DEVELOPMENT OF MULTIMODAL CYBER FORENSIC SYSTEM,Journal,Annals of the Romanian Society for Cell Biology,Yes,Yes,,2021,July,2020-21,https://www.annalsofrscb.ro/index.php/journal/article/view/9000,,"ISSN:1583-6258,",Scopus,0,"In today’s scenario considering the covid 19 situation there are lot of security issues the world is facing. In this
regard cyber forensic security plays vital role in enhancement of security. Cyber forensic includes physical and
behavioural characteristics of the person for identifying an actual user and imposter. Unimodal cyber forensic
system provide recognition but contain some limitation such as high error rate, non-universality, noise in sensed
data etc. These problems could be overcome by multimodal approaches which combine more than one trait of
a user for authentication. Multimodal provides better performance, accuracy, and security over a unimodal
cyber forensic system. In this paper a new technique is proposed to improve the security of Cyber forensic
system by combining the features of fingerprint system and Iris recognition system.","scenario, covid 19, security, cyber forensic, enhancement, physical, behavioural, characteristics, user, imposter, unimodal, multimodal, authentication, performance, fingerprint system",,,,2021-07-01
K. Anusha,"T. Nireekshan, J. Bhavani, K. Anusha, K. Sudha Rani",,MITIGATION OF CONGESTION IN DEREGULATED ELECTRICITY MARKET,Conference,"Global Web Conference on Multidisciplinary Research and Development, Organized By Sarojini Research",No,No,"GWCMRD - 2020 Proceedings and Development Council,",2020,Dec,2020-21,https://sarojini-research-and-development-council.ueniweb.com/,,"ISBN Number: 978-81-945642-5-6,",--,0,NA,NA,,,,2020-12-01
Pushpa Priyanka Palesetti,"K Kranthi Kumar, Y Kasiviswanadham, DVSNV Indira, Ch V Bhargavi",,Criminal face identification system using deep learning algorithm multi-task cascade neural network (MTCNN),Elsevier,,no,No,########,2021,july,2020-21,https://www.sciencedirect.com/science/article/pii/S2214785321047672,,,ScienceDirect,6,"Nowadays criminal activities are growing at an exponential rate. Crime prevention by effective identification of criminals is the main issue before the police and on the other hand, the availability of police officers is inadequate. There are various technological solutions for detecting criminals but they are not up to the mark. In this project, a face detection and recognition system for criminal identification is developed using the multi-task cascade neural network. This system will be able to detect faces and recognize faces of criminals automatically in real-time. This system would also just require a single image of the criminal to recognize him, also known as one-shot learning. The purpose is to identify the criminal face, retrieve the information stored in the database for the identified criminal and a notification is sent to the police personnel with all the details and the location at which he was under the surveillance of the camera.","criminal activities, crime prevention, identification of criminals, police officers, technological solutions, face detection, recognition system, multi-task cascade neural network, real-time, one-shot learning, database, notification, surveillance, exponential rate, police personnel",,,,2021-07-01
kamala challa,"kamala challa,jhansi rani",NO,Algorithms for XML Tree Pattern Matching and Query Processing,Journal,Int. J. Computer Technology & Applications,no,no,"volume(3),issue(1)",2012,january,40878,,,,NA,0,NA,NA,,,,2012-01-01
kamala challa,"kamala challa,Dr d vijaya lakshmi",NO,Finding Least Cost Travel Route Using unconstrained CTP Query: a survey,journal,international journal of research,no,n0,"volume(3),issue(4)",2016,februray,2015-16,,,,NA,,NA,NA,,,,2016-02-01
K Radhika,K Radhika; C Nihanth Reddy; K Vishwanatha; Vinayak Mishra,yes,An Efficient Text Synthesization Method by Utilizing Text Mining Techniques and Natural Language processing for the Usage of Intellectually Disabled Individuals,conferencce,"2021 5th International Conference on Electronics, Communication and Aerospace Technology (ICECA)",No,No,,2022,January,2021-22,https://ieeexplore.ieee.org/document/9676117,10.1109/ICECA52323.2021.9676117,,IEEE,0,"Technology is advancing swiftly in current times. Everybody has to learn and update on developments to be helpful and be connected to the community. In this area, visually impaired people and persons with ADHD and dyslexia fall behind due to their inherent limits. To promote their engagement as active members of the community, the technology must be modified. In order to cope with these obstacles, a lot more complete, enhanced, and appropriate techniques than present ones has to be built. When the current Text Rank methodology is updated, it would help prevent wasting time for users by summarizing the whole text. Then the improved method is compared with the present Text Rank algorithms, the Luhn algorithm, the Lex Ranking algorithm, and Latent Linguistic Analysis (LSA). Based on the comparison it is found that Text Rank is an affordable method to do text summarization and to provide an efficient output which is then again used in a machine- learning NLP module which in turn converts text to audio. This would be a useful concept for all types of people. In addition, the system is being constructed on online open-source platforms, making it more efficient and economical.","Summarizer,
Text,
Text Ranking Algorithm,
Text-To-Speech",,,,2022-01-20
K Radhika,"K.Radhika, Y Deepthi, C S L Vijaya Durga,T Tejaswi",NO,Smart Ambulance System using Fire-Based Cloud Technology and Laser Beam Mechanism,conferencce,ICACECS2020 – Proceedings of International Conference on Advances in Computer Engineering and Communication Systems,No,no,"Volume 20,pp 425-433,springer",2021,January,2020-21,https://link.springer.com/book/10.1007/978-981-15-9293-5,https://link.springer.com/chapter/10.1007%2F978-981-15-9293-5_38,978-981-15-9293-5,Springer,38,"Presents research works in the field of communication systems

Comprises best selected papers presented at ICACECS 2020 held in Hyderabad, India

Serves as a reference for researchers and practitioners in academia and industry","Artificial Intelligence,
Machine Learning,
Data Mining and Big Data Computing,
Cloud Computing,
Internet of Things,
Knowledge engineering and Ontology,
Applications in Healthcare,
Economics,
Business Engineering and Communication Systems,
High Performance Computing",,,,2021-01-01
K Radhika,"Y.Deepthi, K Pavan Kalyan, Makul Vyas, K Radhika, Dr D Kishore Babu, N V Krishna Rao",No,Disease Prediction Based on Symptoms using Machine Learning,Conference,"Energy Systems, Drives and Automations. Lecture Notes in Electrical Engineering",No,No,vol 664.,2020,,2020-21,https://link.springer.com/chapter/10.1007/978-981-15-5089-8_55,https://doi.org/10.1007/978-981-15-5089-8_55,978-981-15-5089-8,Springer,4,"The healthcare domain is one of the prominent research fields in the current scenario with the rapid improvement of technology and data. It is difficult to handle the huge amount of data of the patients. It is easier to handle this data through Big Data Analytics. There are a lot of procedures for the treatment of multiple diseases across the world. Machine Learning is an emerging approach that helps in prediction, diagnosis of a disease. This paper depicts the prediction of disease based on symptoms using machine learning. Machine Learning algorithms such as Naive Bayes, Decision Tree and Random Forest are employed on the provided dataset and predict the disease. Its implementation is done through the python programming language. The research demonstrates the best algorithm based on their accuracy. The accuracy of an algorithm is determined by the performance on the given dataset","Big data analytics,
Machine learning algorithms,
Decision tree,
Random forest,
Healthcare,
Naive Bayes,
Python",,,,2020-09-01
K Radhika,"Radhika, K., Sowjanya, S.J., Ramya, T.",No,A survey on blood group determination,conferencce,"International Conference on Electrical, Electronics, Materials and Applied Science,AIP Conference Proceedings",Yes,yes,"Vol. 1952,
 No. 1,",2018,April,2017-18,,https://doi.org/10.1063/1.5032035,978-0-7354-1647-5,Scopus,0,NA,NA,,,,2018-04-01
K Radhika,"Praveen Kumar, C., Anyam Aditya Sharma, P., Harika Devi, Y., Radhika, K., Nalajala, P.",No,Implementation of image contrast enhancement using automatic threshold selection and histogram equalization techniques,Journal,Journal of Advanced Research in Dynamical and Control Systems,Yes,No,Vol. 9. Sp– 17,2017,January,2016-17,,,,Scopus,2,NA,NA,,,,2017-01-01
K Radhika,"K Radhika, P Shivani Patel, G Shivani, K Sanjay, B Geetavani, C S L Vijaya Durga",yes,Motor Engine Controlling Helmet,Journal,International Journal of Advanced Trends in Computer Science and Engineering,No,No,"Volume 9, No.1.5",2020,,2019-20,http://www.warse.org/IJATCSE/static/pdf/file/ijatcse45915sl2020.pdf,https://doi.org/10.30534/ijatcse/2020/4591.52020,ISSN 2278-3091,Warse,0,"An accident is an unexpected action that takes place
at a certain time and place with no obvious cause but
with noticeable effects. Lack of care and neglect of
safety measures on part of the rider are the major
factors for accidents. Vehicle operators tend to
violate the basic instructions given by the traffic
guides in every state. The rising number of accidents
involving motorcycles is an alarming issue. The
objective of the system is to reduce the biker
accidents by turning off the engine when there is no
helmet to prevent accidents and make bikers journey
safe. To make drivers ride safe we are adding few
features to the helmet-like alcohol sensor which
detects the person's alcohol percentage and prevents
the bike from starting, vibration sensor to detect
whether the biker wore his/her helmet. Most people
tend to neglect the importance of the helmet and
discard it. A statistical analysis of the same reflected
the fact that a significant number of deaths could
have been avoided, had there been a helmet. Most
people tend to neglect the importance of the helmet
and discard it. The Smart Helmet without human
intervention detects whether the person is nonalcoholic breath while driving and wearing the
helmet. This smart helmet collects, generates, and
converts information on sensors. The collected
information for helmet sensors is used to monitor the
bike through gear motor. This study is integrating the
alcohol and vibration sensor with the Arduino. Along
with the controller we also have other components
for indicating the violated conditions.",NA,,,,2020-01-01
K Radhika,"J Thirupathi, D Rahul, K Radhika, N.V.Krishna Rao and B Madhuravani",No,"An Enhanced Novel Based Incentive Framework for Cellular Traffic, Offloading",Journal,International Journal of Pure and Applied Mathematics,No,No,"Vol. 119 No. 14 2018, pp. 1813-1817",2019,,2018-19,,,1314-3395,,,NA,NA,,,,2019-01-01
K Radhika,"B Geetavani, K Radhika, Joshi Vinay Kumar , N V Krishna Rao , D Rahul and B Madhuravani",No,A Survey on Comparative study on Multimodal Sentiment Analysis in Text and Video Mining,Journal,"Journal of Advanced Research in Dynamical and Control Systems, Journal of Advanced Research in Dynamical and Control Systems",No,No,"Vol. 10,Special Issue . 7",2018,,2018-19,,,1943-023X,,,NA,NA,,,,2018-01-01
K Radhika,"N.V.Krishna Rao , K Radhika, D Rahul , J Thirupathi and B Madhuravani",No,A Survey on Top-K Dominating Queries on Any Incomplete Information,Journal,International Journal of Pure and Applied Mathematics,No,No,"Vol. 119 No. 14 2018, pp. 1807-1811",2018,,2018-19,,,1314-3395,,,NA,NA,,,,2018-01-01
K Radhika,"Madhu Bala Myneni, P.V. Narasimha Rao, and K. Radhika",No,A Novel Framework for Dynamic Social Sentiment Analysis,Journal,"International Journal of Control Theory and Applications , International Science",No,No,Volume 10 Number 39,2017,,2017-18,,,0974-5572,,,NA,NA,,,,2017-01-01
K Radhika,"K. Radhika, S J Sowjanya, Yerragudipadu Subbarayudu",No,Securely Mining User Sequential Pattern Matching in Document Streams,Journal,International Journal of Innovative Research in Computer and Communication Engineering,No,No,"Vol. 5, Issue 2,, pp. 2109-2113",2017,,2016-17,,,2320-9801,,,NA,NA,,,,2017-01-01
Dr.D. Srinivasarao,5,Yes,AI Based Chatbot for Hospital Management System,Conference,ICAN 2022,Yes,Yes,"Vol.2,pp 1-5",2023,2,2022-23,https://ieeexplore.ieee.org/abstract/document/10007105,doi: 10.1109/ICAN56228.2022.100,978-1-6654-9944-6,"Scopus, IEEE Xplore",1,"The healthcare sector represents one of the most significant segments of the economy. A reliable healthcare system ensures a strong economy by increasing life expectancy, contributing to national growth, and reducing the burden of families. The purpose of this project is to implement a proper healthcare management system integrating all the basic functionalities powered by an Artificial Intelligent chatbot that is capable of having a very organic conversation with the user and solving their queries using knowledge base. The knowledge base is a real-time data collected in a JSON format which is pre-processed to make it ready for further processing using bag of words. The information is received and delivered in both speech and text formats. The chatbot can provide navigation links according to the requests of a user. Furthermore, it is capable of predicting the problem by performing symptom diagnosis and recommending a doctor to be consulted or any immediate measures to be taken. In addition, it also provides information regarding diagnostics beforehand.","Chatbot,
Appointments,
Diagnosis,
NLP,
Long- Short Term Memory (LSTM),
Recurrent Neural Networks (RNN)",,,https://ieeexplore.ieee.org/abstract/document/10007105,2022-02-13
Dr.D. Srinivasarao,2,Yes,Credit Card Fraud Detection Using Machine Learning,Journal,International Journal of Advances in Engineering and Management (IJAEM),No,No,"Vol.5, pp 147-154",2023,1,2022-23,https://ijaem.net/issue_dcp/Credit%20Card%20Fraud%20Detection%20Using%20Machine%20Learning.pdf,,2395-5252,"Google scholar,IJEAM",0,"Credit risk is one of the main functions of banking.
Banks classify risk according to their profile.
Although many algorithms have emerged, there is still
a problem to solve. Non-existence, data normalization
is applied before Cluster Analysis, and obtained
results from Cluster Analysis and Artificial Neural
Networks related to fraud detection showed attribute
clustering and neural inputs can be minimized. The
importance of the work lies in finding an algorithm to
reduce costs. The result obtained was 23% and the
algorithm used was Minimum Bayesian-Risk (MBR).
In the proposed system, Random Forest Algorithm is
used for classification and regression. A random
forest has an advantage over a decision tree because it
corrects the habit of overgrazing its training datasets.
It is found to provide a good estimate of the
generalization error and is robust to overfitting. In
credit card fraud detection, credit card datasets are
collected for training datasets and user credit card
inquiries are collected for testing datasets. After the
classification process, the Random Forest Algorithm
is used to analyze the datasets and current datasets.
Finally, optimization is done, and the accuracy
obtained by Random Forest is 99.9 percent.
Keywords: Random Forest, Decision Tree, Plan
Neutral Network, Weighted Neutral Network, Python"," Random Forest, Decision Tree, Plan
Neutral Network, Weighted Neutral Network, Python",,Active,https://ijaem.net/issue_dcp/Credit%20Card%20Fraud%20Detection%20Using%20Machine%20Learning.pdf,2023-01-01
Dr. G. Suresh Reddy,2,yes,Detection of Malware in the network using machine learning Techniques,Conference,Icmacc 2022,Yes,No,"Vol 1,pp 204-211",2023,4,2022-23,https://ieeexplore.ieee.org/document/10093525,https://doi.org/10.1109/ICMACC54824.2022.10093525,978-1-6654-9604-9,"Scopus, IEEE Xplore",1,"The increased use of the internet has presented the most significant challenge to the digital world's security. Malicious URLs are the most common way for people to engage in phishing schemes and spread viruses like trojans and worms. Various dangerous URLs attempt to obtain user information by distributing different harmful malware. End-users can be susceptible if a genuine user is unable to recognize and remove fraudulent URLs. Attackers can potentially acquire unauthorized access to user data by using malicious URLs. As a result, identifying countermeasures to halt such operations using new and advanced technology is a critical step. One of its most effective methods has been thought to be based on ML approaches for correctly identifying a URL as malicious or benign. The project's main goal is to deploy the system in a way that is both efficient and accuracy","Malware,
Phishing,
Defacement,
URL,
LR,
NB Classifier,
RFA",,Active,https://ieeexplore.ieee.org/document/10093525,2023-04-01
Dr G Madhu,4,No,NIPUNA: A Novel Optimizer Activation Function for Deep Neural Networks,Journal paper,MDPI-Axioms- Journal,Yes,Yes,"Vol.12, Issue.3",2023,2,2022-23,https://www.mdpi.com/2075-1680/12/3/246,https://doi.org/10.3390/axioms12030246,ISSN: 2075-1680,"Scopus, SCIE (Web of Science), dblp, and other databases.",4,"In recent years, various deep neural networks with different learning paradigms have been widely employed in various applications, including medical diagnosis, image analysis, self-driving vehicles and others. The activation functions employed in deep neural networks have a huge impact on the training model and the reliability of the model. The Rectified Linear Unit (ReLU) has recently emerged as the most popular and extensively utilized activation function. ReLU has some flaws, such as the fact that it is only active when the units are positive during back-propagation and zero otherwise. This causes neurons to die (dying ReLU) and a shift in bias. However, unlike ReLU activation functions, Swish activation functions do not remain stable or move in a single direction. This research proposes a new activation function named NIPUNA for deep neural networks. We test this activation by training on customized convolutional neural networks (CCNN). On benchmark datasets (Fashion MNIST images of clothes, MNIST dataset of handwritten digits), the contributions are examined and compared to various activation functions. The proposed activation function can outperform traditional activation functions","convolutional neural networks, deep neural networks, NIPUNA, periodic function",,Active,https://www.mdpi.com/2075-1680/12/3/246,2023-02-28
Dr G Madhu,7,No,Secured and Privacy-Preserving Multi-Authority Access Control System for Cloud-Based Healthcare Data Sharing,Journal paper,MDPI- Sensors - Journal,Yes,Yes,"Vol.23, Issue.4",2023,2,2022-23,https://www.mdpi.com/1424-8220/23/5/2617,https://doi.org/10.3390/s23052617,ISSN: 1424-8220,"Scopus, SCIE (Web of Science), PubMed, MEDLINE, PMC, Embase, Ei Compendex, Inspec, Astrophysics Data System, and other databases.",1,"With continuous advancements in Internet technology and the increased use of cryptographic techniques, the cloud has become the obvious choice for data sharing. Generally, the data are outsourced to cloud storage servers in encrypted form. Access control methods can be used on encrypted outsourced data to facilitate and regulate access. Multi-authority attribute-based encryption is a propitious technique to control who can access encrypted data in inter-domain applications such as sharing data between organizations, sharing data in healthcare, etc. The data owner may require the flexibility to share the data with known and unknown users. The known or closed-domain users may be internal employees of the organization, and unknown or open-domain users may be outside agencies, third-party users, etc. In the case of closed-domain users, the data owner becomes the key issuing authority, and in the case of open-domain users, various established attribute authorities perform the task of key issuance. Privacy preservation is also a crucial requirement in cloud-based data-sharing systems. This work proposes the SP-MAACS scheme, a secure and privacy-preserving multi-authority access control system for cloud-based healthcare data sharing. Both open and closed domain users are considered, and policy privacy is ensured by only disclosing the names of policy attributes. The values of the attributes are kept hidden. Characteristic comparison with similar existing schemes shows that our scheme simultaneously provides features such as multi-authority setting, expressive and flexible access policy structure, privacy preservation, and scalability. The performance analysis carried out by us shows that the decryption cost is reasonable enough. Furthermore, the scheme is demonstrated to be adaptively secure under the standard model.","electronic health records, access control, cloud storage, attribute-based encryption,multiple authorities, privacy preservation",,Active,https://www.mdpi.com/1424-8220/23/5/2617,2023-02-27
B.Mathura Bai,"B.Mathura Bai, N.Mangathayaru,B.Padmaja Rani",No,Unsupervised Learning Method for Better Imputation of Missing Values,Book Chapter,International Advanced Computing Conference IACC-2022,Yes,No,"Communications in Computer and Information Science Book Series (CCIS, Volume 1782)",2023,July,2023-24,https://link.springer.com/chapter/10.1007/978-3-031-35644-5_3,https://doi.org/10.1007/978-3-031-35644-5_3,"ISSN: 1865-0937, ISBN: 978-3-031-35644-5","Scopus,DBLP, Google Scholar, SCImago",0,"The main objective of any clustering method is to improve the clusters quality. Such an improvement can be achieved using graph partitioning algorithm which partitions the graph into maximum components with minimum cut which represents the optimality of spectrum partitioning. The commonly used graph portioning algorithm is spectral algorithm called known popularly as spectral clustering. Such a unsupervised method can be used during imputation for identifying the optimal clusters. Optimal clusters reduce the search space during imputation and thus achieve dimensionality reduction. The proposed method uses MKNNMBI imputation method in which the non-missing dataset used for imputing the missing values is reduced. The reduction is achieved by using spectral partitioning method for which the non-missing dataset is represented as a graph. The spectrum of a Laplacian graph is obtained using spectral clustering from which the optimal l eigen values are identified as optimal cluster centers for imputation. The imputation is done using this reduced optimal non-missing dataset. The imputed dataset is evaluated by comparing the accuracies of classifiers like SVM, C4.5, NB and kNN. Proposed method has improved the accuracies of the imputation on optimal reduced datasets.","Data Imputation,
Clustering,
Spectral Partitioning",Machine Learning,Active,https://scholar.google.co.in/citations?user=yKGiAI8AAAAJ&hl=en,2023-07-01
K. Renuka,"M. Susmitha,Renuka Kondabala,Y.Bhaskar Reddy,M.Radha",No,"Machine Learning Approach on Opinion Mining About 
 Reviews of Products in Online Shopping",Journal,European Chemical Bulletin,Yes,No,ISSN 2063-5346,2023,July,2023-24,https://www.eurchembull.com/search,doi: 10.31838/ecb/2023.12.si6.6402023.07/07/2023,ISSN 2063-5346,Scopus,0,NA,NA,,Active,,2023-07-01
K. Renuka,Nileema Patil; Renuka Kondabala,Yes,Two-Layer Secure Mechanism for Electronic Transactions,Conference,IEEE,Yes,No,ISBN:978-1-6654-9605-6,2023,April,2022-23,https://ieeexplore.ieee.org/document/10093478,DOI: 10.1109/ICMACC54824.2022.10093478,ISBN:978-1-6654-9605-6,Scopus,1,"E-commerce applications allow merchants to sell the good and consumer to purchase the variety of products. Electronic transactions (e-transaction) used in e-commerce sites currently send the encrypted bank account information in text format using Secure Electronic Transaction (SET). The existing payment transaction contains encrypted information of the bank card information, the security code information, and the order information in the form of text. Quick Response code (QR code) is an image which hides the information in a 2-dimensional (2D) barcode like in steganography technique. This information can be about the product, website, payment, tracker id that links to an application. The static QR code contains only one fixed data which can be hacked in cyber-attacks. Dynamic QR code contains the unique code for the transaction created on the order creation. This paper proposes a secured two-layer mechanism for e-transactions. It proposes to use dynamic QR code as a payload for the payment transaction. The first layer is to enclose the payment information in dynamic QR code. The dynamic QR code is created with the bank information, user information, secure code and order information which is unique for an order. Second layer of security is encryption of this QR code using Secure Electronic Transaction (SET) transactions to secure the payment transaction. The receiver decrypts using the unique public key the payment information which is a 2-D QR code. This image data is decrypted to retrieve the bank information, code, user information and order information. Dynamic unique code per order which would enhance the security to reduce the vulnerability to the cyber-attacks. The two-layer secure payment transactions enhance the security two times by using dynamic QR code image as payment transaction","dynamic QR Code,
QR Code,
e-commerce,
payment QR Code,
payment,
encryption,
decryption,
payment information,
order information,
secure electronic transaction,
secure payment,
e-transaction,
payment transaction,
steganography",,Active,,2023-04-17
Dr Y Usha Rani,5,yes,Image Based Search Engine Using Deep Learning,Journal,International Journal for Research in Applied Science & Engineering Technology,no,no,"Vol-11,issue-IV",2023,June,2022-23,https://www.ijraset.com/best-journal/image-based-search-engine-using-deep-learning,,,iJRASET,0,"Machine the learning's field of image recognition as well as classification is one that is expanding quickly. The
business ramifications of object identification, which is a crucial component of picture categorization, are enormous. A
procedure to identify and recognize an item or property in a digital video or picture, image recognition is a subset of artificial
intelligence. A larger phrase used to describe techniques for obtaining, processing, and analyzing data from the actual
environment is computer vision. The highly dimensional data generates judgements that are expressed as numerical or pictorial
information. Artificial intelligence (AI) also encompasses event detection, object identification, learning, picture the rebuilding
process, and tracking of video in addition to image classification. This project outlines a methodical strategy to organizing using
machine learning. digital photos. Convolutional neural network (CNN) and deep neural networks are two classifiers that may
be combined to improve classification performance. Over the past several years, Convolutional Neural Networks (CNNs) have
emerged as the leading approach for image classification and object recognition tasks. On several of the picture categorization
databases, they now outperform humans. Most of these datasets are built around the idea of tangible classes; photographs are
categorized according to the kind of item they include. Using Abstract classes, this project will propose a unique picture
classifying dataset that should be simple for humans to solve but difficult for CNNs to fully understand. This dataset and
potential variants of the dataset are used to assess the classifications performance of common CNN designs. Interesting topics
for future study are found","machine learning, image recognition, classification, object identification, picture categorization, artificial intelligence, computer vision, convolutional neural network, deep neural networks, numerical information, event detection, learning, rebuilding process, video tracking, classification performance",,,,2023-06-01
Dr.G.Naga Chandrika,"G.Naga Chandrika, Sai Venkata Rohit Gumudavelli, Ashish Kaleru, Vijitha Kambhampati, Pragnika Kandaggattla",yes,Comparative analysis of machine learning algorithms to forecast Indian stock market,Conference,ICDSAC,no,yes,,2023,June,2022-23,,,,NO,0,NA,NA,,,,2023-06-01
,Naga Chandrika G; Amreen Shaik; Vamsi Krishna Reddy G; Sai Sandeep V; Nikhil Teddu,Yes,Dynamic CNN: An Automatic Dynamic Model for Lung Cancer Lesion Detection,Conference,"ICECCT, 2023 Fifth International Conference on Electrical, Computer and Communication Technologies (ICECCT),",yes,No,"pp. 1-7,",2023,2,2022-23,https://ieeexplore.ieee.org/abstract/document/10179754,10.1109/ICECCT56650.2023.10179754.,,"Scopus,IEEE",0,"Lung cancer is one of the most deadly diseases in emergent world, and early discovery of lung cancer is challenging. The diagnosis and treatment of lung cancer has been one of the most difficult challenges people have faced in recent decades. Early detection of the tumour will consistently save a large number of lives worldwide. The current computer-aided detection techniques have a convoluted workflow and poor detection precision. This research addresses a novel measure for classifying lung tumours as malignant or harmful using Dynamic Convolutional Neural Networks (Dynamic CNN). The proposed Dynamic CNN model attained an accuracy of 96 % , which outperforms to other cutting-edge deep learning measures","Lung Cancer,
Chest CT image,
Computed Tomography,
Deep Learning,
Neural Network,
Convolutional Neural Network",,,https://ieeexplore.ieee.org/abstract/document/10179754,2023-02-22
Dr D Kalyani,Kalyani,NO,A Comprehensive Review and Open Issues on Supply Chain Management Models,Journal,International Journal of Advanced Manufacturing Systems,Yes,NO,,2023,March,2022-23,https://www.worldscientific.com/doi/abs/10.1142/S0219686723500427,,,WorldScientific,0,"The goal of SCM is to apply decisions, which end up with optimal organizational performance. Supply chain (SC) exists in service, manufacturing, and business organizations. Managing the reliability of processes and products in multi-stakeholder SC surroundings is a major challenge nowadays. As it provides protected control and traceability, trust, and immutability establishment among stakeholders with less-expensive solutions, blockchain has recently emerged as a most essential mechanism. This study critically evaluates 65 papers that discuss BCT in SCM, more specifically, an analysis of several performance measurements that are included in various papers is carried out. Additionally, a thorough analysis of the highest performance levels and various technical elements used in each task is conducted. Finally, the survey is extended with the identification of various research challenges, which may help the analysts to support improved future works on BCT in SCM. Chronological analysis is also performed.","Supply chain,blockchain,consensus,smart contract,performances",,,https://www.worldscientific.com,2023-03-01
M.Susmitha,"M. Susmitha,Renuka Kondabala,Y.Bhaskar Reddy,M.Radha",No,"Machine Learning Approach on Opinion Mining About 
 Reviews of Products in Online Shopping",Journal,European Chemical Bulletin,Yes,No,ISSN 2063-5346,2023,July,2023-24,https://www.eurchembull.com/search,doi: 10.31838/ecb/2023.12.si6.6402023.07/07/2023,,NO,0,NA,NA,,,,2023-07-01
Illa Pavan Kumar,"Pavan Kumar Illa, Shandeepa Ravuri, Rohit Vuppala, B Megha Reddy",Yes,Deep Learning Methods for Plant Disease Identification using Leaf Images: A Survey,Conference,2023 International Conference on Sustainable Computing and Smart Systems (ICSCSS),Yes,No,ISBN:979-8-3503-3360-2,2023,July,2022-23,https://ieeexplore.ieee.org/abstract/document/10169260,,,Scopus,0,"Food is a basic human need that is indispensable. The population of the world is increasing daily, making it crucial to produce sufficient food to sustain such a large populace. However, as time goes by, various plant diseases infect the crops, causing a negative impact on agricultural plant productivity. A country additionally needs to accomplish agricultural productivity of fundamental agricultural products to ensure the well-being of its residents because Many countries’ economies are greatly reliant on the cultivation of crops and livestock for commercial purposes. One industry that significantly affects human existence and economic condition is agriculture. Agriculture-related items are lost because of poor management. Diseases are very injurious to the condition of the plant’s overall health, which will have an influence on its growth. It is crucial to keep track of the development of agricultural plants to ensure the slightest loss. Plant disorders may be identified spontaneously, that can assist farmers manage their crops more efficiently and increase production. An imprecise diagnosis of plant diseases can lead to substantial losses in production, time, expenses, and product quality. To ensure successful cultivation, it is necessary to monitor the plant’s condition at every stage of growth. Employing an automated technique for detecting plant diseases has several advantages, such as decreasing the amount of labor needed to oversee vast crop farms and recognizing disease indications at a very early stage, such as when it initially appear on plant leaves. Various Machine learning and Deep Learning techniques have been studied and presented in this research work. After tremendous survey it has been concluded in this study that deep learning algorithms are more efficient and suitable for implementation and detection of ailments present in various categories of plant leaves. The potential to come across and recognize things from images is made feasible by thorough advancements in the field of Deep Learning (DL) techniques.","Deep Learning,
Convolutional Neural Network,
Plant Diseases,
Plant Village Dataset",,,https://scholar.google.co.in/citations?user=M31kOjgAAAAJ&hl=en,2023-07-14
